"id";"name";"affiliation";"citedby";"pub_title";"pub_year";"citations";"pub_author";"eprint"
6798;"Lopez-Alvarez,Gustavo";"Universidad EAFIT";4737;"Néstor–Guillermo progeria syndrome: A novel premature aging condition with early onset and chronic development caused by BANF1 mutations";"2011";90;"Rubén Cabanillas and Juan Cadiñanos and José AF Villameytide and Mercedes Pérez and Jesús Longo and José M Richard and Rebeca Álvarez and Noelia S Durán and Rafael Illán and Daniel J González and Carlos López‐Otín";""
6799;"Karl J.J. Mayrhofer";"Director, Helmholtz-Institute Erlangen-Nürnberg for Renewable Energy (IEK-11), FZ Jülich";16195;"Stability investigations of electrocatalysts on the nanoscale";"1970";153;"Josef C Meier and Ioannis Katsounaros and Carolina Galeano and Hans Bongard and Angel A Topalov and Aleksander Kostka and Arndt Karschin and Ferdi Schuth and Karl Johann Jakob Mayrhofer";""
6800;"M. Harrison";"Language Learning Books Author";41465;"Lectures on linear sequential machines";"1969";71;"Michael A Harrison";""
6801;"Sarmad Hussain";"Professor, Center for Language Engineering, KICS-UET";52804;"Distinct roles of different NF-κB subunits in regulating inflammatory and T cell stimulatory gene expression in dendritic cells";"2007";118;"Junmei Wang and Xingyu Wang and Sofia Hussain and Ye Zheng and Shomyseh Sanjabi and Fatah Ouaaz and Amer A Beg";"https://www.jimmunol.org/content/jimmunol/178/11/6777.full.pdf"
6802;"James O. Fiet";"Brown Forman Chair in Entrepreneurship, University of Louisville";5954;"Signaling in Venture Capitalist—New Venture Team Funding Decisions: Does it Indicate Long–Term Venture Outcomes?";"2005";263;"Lowell W Busenitz and James O Fiet and Douglas D Moesel";""
6803;"GARBA JAMILU";"Zamfara state college of education Maru-Zamfara state, Nigeria";7;"Soil erosion constraints to sustainable crop production in central senetorial district of Zamfara, north-western Nigeria";"2015";1;"J. Garba and S. Dalhatu";""
6804;"Udo Netzelmann";"Fraunhofer Institute for Nondestructive Testing";1050;"Detection of surface damage in ceramics by photothermal and photoacoustic techniques";"1994";18;"H Zhang and S Gissinger and G Weides and U Netzelmann";"https://hal.archives-ouvertes.fr/docs/00/25/32/00/PDF/ajp-jp4199404C7142.pdf"
6805;"Kenneth Loh";"University of California, San Diego";4119;"Characterizing the conductivity and enhancing the piezoresistivity of carbon nanotube-polymeric thin films";"1970";1;"Yingjun Zhao and Martin Schagerl and Christoph Viechtbauer and Kenneth Loh";"https://www.mdpi.com/1996-1944/10/7/724/pdf"
6806;"Vladimir Pravosudov";"Professor of Biology, University of Nevada Reno";3869;"Effects of captivity and memory-based experiences on the hippocampus in mountain chickadees.";"2009";48;"Lara D LaDage and II Roth and C Timothy and Rebecca A Fox and Vladimir V Pravosudov";"https://wolfweb.unr.edu/homepage/vpravosu/papers/LaDage_etal_2009BehavNeurosci.pdf"
6807;"Christopher Jarrold";"Professor in Cognitive Development";10480;"Children's eyewitness memory: Repeating post-event misinformation reduces the distinctiveness of a witnessed event";"2012";7;"Alexandra Bright-Paul and Christopher Jarrold";""
6808;"Kelly Yuliana Celis Ramirez";"Estudiante de Ingeniería Ambiental Universidad Ecci";1024;"Confinement of CdS nanocrystals in a sonogel matrix";"1997";14;"R Litran and R Alcántara and E Blanco and M Ramirez-del-Solar";""
6809;"Yuanda Dong (董远达)";"Professor of Material Science, Shanghai University";2396;"Mechanical alloying, fine structure and thermal decomposition of nanocrystalline FCC-Fe60Cu40";"2001";14;"Yuanzheng Yang and Youlan Zhu and Qiaoshen Li and Xueming Ma and Yuanda Dong and Genmiao Wang and Shiqiang Wei";""
6810;"Sarah J Richardson";"University of Exeter Medical School";3521;"Caspase-1-deficient mice have delayed neutrophil apoptosis and a prolonged inflammatory response to lipopolysaccharide-induced acute lung injury";"2002";117;"Sarah J Rowe and Lucy Allen and Victoria C Ridger and Paul G Hellewell and Moira KB Whyte";""
6811;"Yong-Su Jin";"Professor of Food Microbiology, University of Illinoise at Urbana-Champaign";7217;"Marine macroalgae: an untapped resource for producing fuels and chemicals";"2013";352;"Na Wei and Josh Quarterman and Yong-Su Jin";""
6812;"Frances Ruth Wood";"University of Manchester";436;"Who’s flying? The spatial distribution of aviation emissions in Great Britain";"2011";2;"Frances Ruth Wood";""
6813;"Kathleen Scanlon";"Assistant Professorial Research Fellow, London School of Economics";1718;"Taking stock";"1970";3;"Kath Scanlon and Christine Whitehead and P Williams";""
6814;"Song-Ping Zhu";"Professor of Mathematics, University of Wollongong, Australia";2497;"A new approach for solving exterior problems with the dual reciprocity boundary element method";"1970";4;"S Zhu and Y Zhang";"https://www.witpress.com/Secure/elibrary/papers/BE93/BE93024FU.pdf"
6815;"Yaroslav Kudryavtsev";"Institute of Petrochemical Synthesis, Russian Academy of Sciences, Moscow";1029;"Interplay of chemical and physical factors in reacting polymer blends. Theoretical considerations";"2003";3;"Nikolay A Plate and Arkady D Litmanovich and Yaroslav V Kudryavtsev and Elena N Govorun";""
6816;"Ehsan Ahmadi";"Ialamic Azad university, Lenjan Branch, Esfahan, Iran";1211;"List Of Journal Paper (s)";"2009";1;"ALIYEH KAZEMI and I ZAKERI and SHAHVARI F VOSSOUGHI and MARKADEH GR ARAB and E DARYABEIGI and H MIRZAHOSSEINIAN and A MAKUI and E TEIMOURY and BOURANI M RANJBAR and KHALILI H AMOOZAD and A SADEGHEIH and PR DRAKE and D LI and S SRIBENJACHOT and NAJMEDDIN ARAB and ERNEST NAZARYAN and R EBRAHIMI and M MERCIER and NARENDRA KUMAR and MR SHAHNAZARI and M ZIABASHARHAGH and H TALSAZ and RAHMAN MD MUSTAFIZUR and MD ELIAS and MDA ALIM";""
6817;"Anne-Marie Kramer";"University of Nottingham";210;"Mediatizing memory: History, affect and identity in Who Do You Think You Are?";"2011";35;"Anne-Marie Kramer";"https://www.researchgate.net/profile/Anne_Marie_Kramer/publication/254087599_Mediatizing_memory_History_affect_and_identity_in_Who_Do_You_Think_You_Are/links/570240ab08ae650a64f96a51.pdf"
6818;"Ugur Yaramanci";"Berlin University of Technology em.";2556;"Foreword: Near Surface Geophysics";"2009";1;"Louise Pellerin and Klaus Holliger and Lee Slater and Ugur Yaramanci";""
6819;"waltraud x schulze";"Unknown affiliation";9249;"PAMP (pathogen-associated molecular pattern)-induced changes in plasma membrane compartmentalization reveal novel components of plant immunity";"2010";194;"Nana F Keinath and Sylwia Kierszniowska and Justine Lorek and Gildas Bourdais and Sharon A Kessler and Hiroko Shimosato-Asano and Ueli Grossniklaus and Waltraud X Schulze and Silke Robatzek and Ralph Panstruga";"http://www.jbc.org/content/285/50/39140.full.pdf"
6820;"Steininger, Karl";"University of Graz";1999;"National Environmentally Counterproductive Support Measures in Transport: A Transboundary Pollutant?";"1970";1;"Karl W Steininger";""
6821;"Elizabeth Pattey";"Research Scientist, Agriculture and Agri-Fodd Canada";7167;"Improved methodology to quantify the temperature sensitivity of the soil heterotrophic respiration in croplands";"2017";4;"Emilie Delogu and Valérie Le Dantec and Patrick Mordelet and Eric Ceschia and Marc Aubinet and Pauline Buysse and Elizabeth Pattey";""
6822;"Shaobin Wang";"Professor, School of Chemical Engineering, The University of Adelaide, Australia";29877;"Research advances in the synthesis of nanocarbon-based photocatalysts and their applications for photocatalytic conversion of carbon dioxide to hydrocarbon fuels";"2013";90;"Hongqi Sun and Shaobin Wang";""
6823;"pornchai rachtanapun";"Associate Professor, Division of Packaging Technology, Faculty of Agro-Industry, Chiang Mai";1355;"Effect of molecular sizes, sources of chitosan and plasticizer types on properties of carboxymethyl chitosan films";"1970";6;"J Tantala and C Rachtanapun and Pornchai Rachtanapun";""
6824;"Pingze Zhang";"Jilin University";3054;"Associated study on interleukin 10 gene promoter polymorphisms related to hepatitis B virus infection in Chinese Han population";"2006";21;"PA Zhang and Yan Li and XS Yang";""
6825;"Nathan Shapiro";"Beth Israel Deaconess MEdical Center";17481;"Goal-directed hemodynamic optimization in the post-cardiac arrest syndrome: a systematic review";"2008";48;"Alan E Jones and Nathan I Shapiro and J Hope Kilgannon and Stephen Trzeciak and Emergency Medicine Shock Research Network (EMSHOCKNET) investigators";""
6826;"Ana Tereza Bittencourt Guimarães";"Professora de Bioestatística, Universidade Estadual do Oeste do Paraná";926;"Systematic review with hierarchical clustering analysis for the fractal dimension in assessment of skeletal bone mineral density using dental radiographs";"2015";5;"André Ferreira Leite and Paulo Tadeu de Souza Figueiredo and Hugo Caracas and Rafael Sindeaux and Ana Tereza Bittencourt Guimaraes and Leonardo Lazarte and Ana Patrícia de Paula and Nilce Santos de Melo";"https://www.researchgate.net/profile/Ana_Guimaraes8/publication/269420278_Systematic_review_with_hierarchical_clustering_analysis_for_the_fractal_dimension_in_assessment_of_skeletal_bone_mineral_density_using_dental_radiographs/links/54de41ad0cf296663785749e/Systematic-review-with-hierarchical-clustering-analysis-for-the-fractal-dimension-in-assessment-of-skeletal-bone-mineral-density-using-dental-radiographs.pdf"
6827;"Johann de Bono";"Institute of Cancer Research";61072;"Trial design and objectives for castration-resistant prostate cancer: updated recommendations from the Prostate Cancer Clinical Trials Working Group 3";"2016";320;"Howard I Scher and Michael J Morris and Walter M Stadler and Celestia Higano and Ethan Basch and Karim Fizazi and Emmanuel S Antonarakis and Tomasz M Beer and Michael A Carducci and Kim N Chi and Paul G Corn and Johann S De Bono and Robert Dreicer and Daniel J George and Elisabeth I Heath and Maha Hussain and Wm Kevin Kelly and Glenn Liu and Christopher Logothetis and David Nanus and Mark N Stein and Dana E Rathkopf and Susan F Slovin and Charles J Ryan and Oliver Sartor and Eric J Small and Matthew Raymond Smith and Cora N Sternberg and Mary-Ellen Taplin and George Wilding and Peter S Nelson and Lawrence H Schwartz and Susan Halabi and Philip W Kantoff and Andrew J Armstrong";"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4872347/"
6828;"Giulia Galli";"Liew Family Professor of Molecular Engineering, Professor of Chemistry,University of Chicago";27120;"Emerging Photoluminescence in Monolayer MoS2";"2010";5311;"Andrea Splendiani and Liang Sun and Yuanbo Zhang and Tianshu Li and Jonghwan Kim and Chi-Yung Chim and Giulia Galli and Feng Wang";"http://wanglab.berkeley.edu/wp-content/uploads/2009/12/MoS2-2010.pdf"
6829;"Natascha Wagner";"Associate Professor of International Economics, ISS (Erasmus University Rotterdam)";240;"How much should we trust micro-data? A comparison of the socio-demographic profile of Malawian households using census, LSMS and DHS data";"2018";4;"Luca Tasciotti and Natascha Wagner";"https://eprints.soas.ac.uk/24652/1/tasciotti-wagner-how-much-should-we-trust-microdata.pdf"
6830;"muthyala murali krishna kumar";"andhra university";27881;"Synthesis and characterization of covalently-grafted graphene–polyaniline nanocomposites and its use in a supercapacitor";"2013";70;"Mukesh Kumar and Kuldeep Singh and Sundeep K Dhawan and Kannan Tharanikkarasu and Jin Suk Chung and Byung-Seon Kong and Eui Jung Kim and Seung Hyun Hur";""
6831;"Dennis A. Bazylinski";"University of Nevada at Las Vegas";14521;"Nitrogen fixation (acetylene reduction) inAquaspirillum magnetotacticum";"1983";37;"Dennis A Bazylinski and RP Blakemore";"http://www.academia.edu/download/44146657/Nitrogen_fixation_acetylene_reduction_20160327-32698-1oj7hot.pdf"
6832;"Holger Hoos";"Professor of Computer Science, Leiden University & University of British Columbia";23694;"Hybrid randomised neighbourhoods improve stochastic local search for DNA code design";"2003";53;"Dan C Tulpan and Holger H Hoos";"https://www.cs.ubc.ca/~hoos/Publ/TulHoo03.pdf"
6833;"Meisam Bahadori";"University of Illinois Urbana-Champaign";450;"Impact of Backscattering on Microring-based Silicon Photonic Links";"2018";2;"Meisam Bahadori and Sébastien Rumley and Qixiang Cheng and Keren Bergman";""
6834;"Sangeeta Ray Banerjee";"Associate Professor, Johns Hopkins University";3084;"Synthesis and evaluation of technetium-99m-and rhenium-labeled inhibitors of the prostate-specific membrane antigen (PSMA)";"2008";197;"Sangeeta R Banerjee and Catherine A Foss and Mark Castanares and Ronnie C Mease and Youngjoo Byun and James J Fox and John Hilton and Shawn E Lupold and Alan P Kozikowski and Martin G Pomper";""
6835;"Carlos Eduardo Maduro de Campos";"Universidade Federal de Santa Catarina";1938;"Synthesis, characterization, and third-order nonlinear optical properties of a new neolignane analogue";"1970";19;"Wesley F Vaz and Jean MF Custodio and Rafael G Silveira and Adailton N Castro and Carlos EM Campos and Murilo M Anjos and Guilherme R Oliveira and Clodoaldo Valverde and Basílio Baseia and Hamilton B Napolitano";"https://www.researchgate.net/profile/Jean_Custodio2/publication/306365212_Synthesis_characterization_and_third-order_nonlinear_optical_properties_of_a_new_neolignane_analogue/links/59d6fd410f7e9b42a6aa0fb3/Synthesis-characterization-and-third-order-nonlinear-optical-properties-of-a-new-neolignane-analogue.pdf"
6836;"Carlos Antonio Martinez Palacios";"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO";2536;"Biología y cultivo de la mojarra latinoamericanacichlasoma urophthalmus";"1970";28;"Carlos A Martínez Palacios and Lindsay G Ross";""
6837;"Maria Grazia Tozzi";"Professore di Biochimica Università di Pisa";2242;"5′-aminoimidazole-4-carboxamide riboside induces apoptosis in human neuroblastoma cells";"2003";123;"M Garcia-Gil and Rossana Pesi and S Perna and Simone Allegrini and M Giannecchini and Marcella Camici and MARIA GRAZIA Tozzi";"http://www.academia.edu/download/40543896/-Aminoimidazole-4-carboxamide_riboside_20151201-29859-fp0c1p.pdf"
6838;"Enrico Dall'Ara";"Senior Lecturer, University of Sheffield";1785;"Estimation of local anisotropy of plexiform bone: Comparison between depth sensing micro-indentation and Reference Point Indentation";"2015";4;"E Dall'Ara and P Grabowski and Peter Zioupos and M Viceconti";"https://www.sciencedirect.com/science/article/pii/S0021929015005473"
6839;"Li-Wei Ko";"National Chiao Tung University";2858;"Classification of EEG-P300 signals using phase locking value and pattern recognition classifiers";"2015";2;"Rupesh Kumar Chikara and Li-Wei Ko";""
6841;"Robert Kennicutt";"Professor of Astronomy, University of Cambridge";60140;"The GALEX Arecibo SDSS Survey – II. The star formation efficiency of massive galaxies";"2010";119;"David Schiminovich and Barbara Catinella and Guinevere Kauffmann and Silvia Fabello and Jing Wang and Cameron Hummels and Jenna Lemonias and Sean M Moran and Ronin Wu and Riccardo Giovanelli and Martha P Haynes and Timothy M Heckman and Antara R Basu-Zych and Michael R Blanton and Jarle Brinchmann and Tamás Budavári and Thiago Gonçalves and Benjamin D Johnson and Robert C Kennicutt and Barry F Madore and Christopher D Martin and Michael R Rich and Linda J Tacconi and David A Thilker and Vivienne Wild and Ted K Wyder";"https://academic.oup.com/mnras/article/408/2/919/1026485"
6842;"Randolph A. Jones";"Engineer Research and Development Center";201;"Determination of the soil pressure distribution around a cone penetrometer";"2007";10;"Leroy O Garciano and Shrinivasa K Upadhyaya and Randolph A Jones and Sarah R Jersey";""
6843;"Jes Olesen";"Professor i Neurologi";74403;"Double-blind, randomized, placebo-controlled study of oral, high-dose methylprednisolone in attacks of MS";"1998";161;"F Sellebjerg and JL Frederiksen and PM Nielsen and J Olesen";"https://www.researchgate.net/profile/Jette_Frederiksen/publication/12671900_Randomized_controlled_trial_of_high-dose_methylprednisolone_in_attacks_of_multiple_sclerosis/links/58905055aca272bc14be3616/Randomized-controlled-trial-of-high-dose-methylprednisolone-in-attacks-of-multiple-sclerosis.pdf"
