article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
99,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Data-mining techniques for exploratory analysis of pedestrian crashes",2011,60,"Alfonso Montella and Massimo Aria and Antonio D'Ambrosio and Filomena Mauriello",https://www.researchgate.net/profile/Alfonso_Montella/publication/275852686_Data-Mining_Techniques_for_Exploratory_Analysis_of_Pedestrian_Crashes/links/5681426d08ae051f9aec376f/Data-Mining-Techniques-for-Exploratory-Analysis-of-Pedestrian-Crashes.pdf,70
100,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"Mechanism for generating peaks and notches of head-related transfer functions in the median plane",2012,66,"Hironori Takemoto and Parham Mokhtari and Hiroaki Kato and Ryouichi Nishimura and Kazuhiro Iida",https://pdfs.semanticscholar.org/fe8f/e64a82a05f7c39f558cfb1174eb009410ec4.pdf,71
101,"Charles Sturt University",404,"Cross-cultural studies of attitudes and beliefs",1970,85,"Andrew R Davidson and Elizabeth Thomson",,72
102,"School of Mathematical Sciences, University College Dublin",359,"Streamwise oscillation of spanwise velocity at the wall of a channel for turbulent drag reduction",2009,72,"Claudio Viotti and Maurizio Quadrio and Paolo Luchini",,73
103,"Unknown affiliation",278,"301: retrospective evaluation of the incidence of vancomycin and/or piperacillin-tazobactam induced acute renal failure",2011,25,"Thaddaus Hellwig and Rhonda Hammerquist and Beth Loecker and Jaime Shields",,74
104,"University of Copenhagen",1033,"Who owns the wealth in tax havens? Macro evidence and implications for global inequality",2017,96,"Annette Alstadsæter and Niels Johannesen and Gabriel Zucman",http://gabriel-zucman.eu/files/AJZ2017b.pdf,75
105,"PhD student, University of Helsinki",30,"Stress and deformation characteristics of transmission tower foundations in permafrost regions along the Qinghai–Tibet Power Transmission Line",2016,14,"Zhi Wen and Qihao Yu and Mingli Zhang and Ke Xue and Liangzhi Chen and Desheng Li",,76
106,"Research Staff, Lawrence Livermore National Laboratory",1028,"The mechanics of deformation–induced subgrain–dislocation structures in metallic crystals at large strains",2003,63,"S Aubry and M Ortiz",,77
107,"Professor in Cognitive Development",10480,"The complexities of complex span: explaining individual differences in working memory in children and adults.",2003,479,"Donna M Bayliss and Christopher Jarrold and Deborah M Gunn and Alan D Baddeley",https://www.researchgate.net/profile/Chris_Jarrold/publication/10839515_The_Complexities_of_Complex_Span_Explaining_Individual_Differences_in_Working_Memory_in_Children_and_Adults/links/09e41508e5f379db1c000000/The-Complexities-of-Complex-Span-Explaining-Individual-Differences-in-Working-Memory-in-Children-and-Adults.pdf,78
108,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Electrochemical behavior of the tris (pyridine)− Cu funnel complexes: An overall induced-fit process involving an entatic state through a supramolecular stress",2005,38,"Nicolas Le Poul and Morgan Campion and Guillaume Izzet and Bénédicte Douziech and Olivia Reinaud and Yves Le Mest",,8
109,"Researcher, Tokyo University of Agriculture and Technology",175,"Physiological and genetic characterization of rice nitrogen fixer PGPR isolated from rhizosphere soils of different crops",2014,43,"Safiullah Habibi and Salem Djedidi and Kunlayakorn Prongjunthuek and Md Firoz Mortuza and Naoko Ohkama-Ohtsu and Hitoshi Sekimoto and Tadashi Yokoyoma",,79
110,"iran university of medical sciences",116,"Psychometric properties of a standardized questionnaire of knowledge, attitude, and practice of Iranian medical specialists about viral hepatitis",2012,12,"Shahin Ghasemi and Ali Kabir and Mojtaba Ansari Jafari and Mohammad Jalali and Afshin Amini and Amir Hossein Faghihi-Kashani and Seyed Moayed Alavian",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3580055/,80
111,"Universidad de Guayaquil",2,"Deep learning based camera pose estimation in multi-view environment",2018,2,"Jorge L Charco and Boris X Vintimilla and Angel D Sappa",http://www.cvc.uab.es/~asappa/publications/C__IEEE_SITIS_2018_a.pdf,NULL
112,"Post-doc at School of Public Health - University of Sao Paulo",146,"Altitudinal population structure and microevolution of the malaria vector Anopheles cruzii (Diptera: Culicidae)",2014,14,"Camila Lorenz and Tatiani Cristina Marques and Maria Anice Mureb Sallum and Lincoln Suesdek",,1
113,"Escola de Química e Alimentos, Universidade Federal do Rio Grande - FURG",290,"A superior non-symmetrical NCP pincer type palladacycle catalyst precursor for the coupling of aryl boronic acids with aryl chlorides",2003,50,"Gilber R Rosa and Gunter Ebeling and Jairton Dupont and Adriano L Monteiro",https://www.researchgate.net/profile/Gilber_Rosa/publication/236167990_A_Superior_Non-Symmetrical_NCP_Pincer_Type_Palladacycle_Catalyst_Precursor_for_the_Coupling_of_Aryl_Boronic_Acids_with_Aryl_Chlorides/links/0c960516c09a894779000000.pdf,81
114,"Unknown affiliation",1103,"An experimental study of unsteady partial cavitation",2004,148,"Jean-Baptiste Leroux and Jacques André Astolfi and Jean Yves Billard",,82
115,"University of California, San Diego",4119,"Performance monitoring of the Geumdang Bridge using a dense network of high-resolution wireless sensors",2006,282,"Jerome P Lynch and Yang Wang and Kenneth J Loh and Jin-Hak Yi and Chung-Bang Yun",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/49011/sms6_6_008.pdf?sequence=2&isAllowed=y,58
116,"Michigan State University",2886,"Epidemiology of trauma, post-traumatic stress disorder (PTSD) and co-morbid disorders in Chile",2006,124,"Caron Zlotnick and Jennifer Johnson and Robert Kohn and Benjamin Vicente and Pedro Rioseco and Sandra Saldivia",https://www.researchgate.net/profile/Jennifer_Johnson3/publication/263602591_Epidemiology_of_trauma_posttraumatic_stress_disorder_PTSD_and_comorbid_disorder_in_Chile/links/0c96053c43fa7400b4000000.pdf,83
117,"Debreceni Egyetem, Neurológiai Tanszék",2661,"GTPase RhoB: an early predictor of neuronal death after transient focal ischemia in mice",2001,73,"Thorsten Trapp and Laszlo Oláh and Irmgard Hölker and Michael Besselmann and Christine Tiesler and Keiichiro Maeda and Konstantin-Alexander Hossmann",,84
118,"Associate Professor, lektor, Aalborg University",1382,"Virtual Space: spatiality in virtual inhabited 3D worlds",2002,64,"JF Jensen and E Kjems and N Lehmann and Claus Madsen",,NULL
119,"Department of Physics, National University of Singapore",14812,"Replica Monte Carlo simulation of spin-glasses",1986,1580,"Robert H Swendsen and Jian-Sheng Wang",https://www.researchgate.net/profile/Robert_Swendsen/publication/13255490_Replica_Monte_Carlo_Simulation_of_Spin-Glasses/links/0046352309b5f54715000000.pdf,54
120,"Technical University of Sofia",97,"Facial expression classification using supervised descent method combined with PCA and SVM",2014,6,"Agata Manolova and Nikolay Neshov and Stanislav Panev and Krasimir Tonchev",https://www.researchgate.net/profile/Agata_Manolova/publication/295148547_Facial_Expression_Classification_Using_Supervised_Descent_Method_Combined_With_PCA_and_SVM/links/5717a34308ae30c3f9f16fbc.pdf,NULL
121,"University of Maragheh",228,"Chitosan prevents oxidative stress-induced amyloid β formation and cytotoxicity in NT2 neurons: involvement of transcription factors Nrf2 and NF-κB",2010,76,"Fariba Khodagholi and Bahareh Eftekharzadeh and Nader Maghsoudi and Parisa Fathi Rezaei",,85
122,"Berlin University of Technology em.",2556,"Assessment of the reliability of 2D inversion of apparent resistivity data",2000,90,"Abel I Olayinka and Ugur Yaramanci",http://www.academia.edu/download/41781566/Assessment_of_the_reliability_of_2D_inve20160130-3975-rtzxeh.pdf,43
123,"University of Texas at Rio Grande Valley-School of Medicine",600,"Hippocampal dynorphin immunoreactivity increases in response to gonadal steroids and is positioned for direct modulation by ovarian steroid receptors",2009,34,"Annelyn Torres-Reveron and Sana Khalid and Tanya J Williams and Elizabeth M Waters and Luis Jacome and Victoria N Luine and Carrie T Drake and Bruce S McEwen and Teresa A Milner",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2647575/,86
124,"University of Hartford",641,"Learning about gravity: segmental assessment of upright control as infants develop independent sitting",2012,48,"Sandra L Saavedra and Paul van Donkelaar and Marjorie H Woollacott",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545022/,87
125,"University of Chicago",2312,"Rational design of porous conjugated polymers and roles of residual palladium for photocatalytic hydrogen production",2016,147,"Lianwei Li and Zhengxu Cai and Qinghe Wu and Wai-Yip Lo and Na Zhang and Lin X Chen and Luping Yu",,8
126,NDVSU,286,"Zinc and male reproduction in domestic animals: A Review",1970,18,"Biswajit Roy and RPS Baghel and TK Mohanty and Goutam Mondal",https://www.researchgate.net/profile/T_Mohanty/publication/262828140_Zinc_and_Male_Reproduction_in_Domestic_Animals_A_Review/links/0a85e538f3b7c86642000000/Zinc-and-Male-Reproduction-in-Domestic-Animals-A-Review.pdf,88
127,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"The role of reflections from behind the listener in spatial impression",2001,65,"Masayuki Morimoto and Kazuhiro Iida and Kimihiro Sakagami",http://www.iida-lab.it-chiba.ac.jp/literature/Research.Papers/09.The.role.of.reflections.from~.AA-2001.pdf,28
128,"Istituto Italiano di Tecnologia",2566,"Role of microstructure in the electron–hole interaction of hybrid lead halide perovskites",2015,168,"Giulia Grancini and Ajay Ram Srimath Kandada and Jarvist M Frost and Alex J Barker and Michele De Bastiani and Marina Gandini and Sergio Marras and Guglielmo Lanzani and Aron Walsh and Annamaria Petrozza",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4591469/,89
129,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Detection of epileptic seizures with a modified heart rate variability algorithm based on Lorenz plot",2015,40,"Jesper Jeppesen and Sándor Beniczky and Peter Johansen and Per Sidenius and Anders Fuglsang-Frederiksen",https://www.sciencedirect.com/science/article/pii/S1059131114003033,90
130,"Australian national university",2452,"Islam and the Muslim state",1970,93,"Anthony C Milner",,91
131,"Charles Sturt University",404,"Communicating conflict: Multilingual case studies of the news media",2008,41,"Elizabeth Thomson and Peter Robert Rupert White","http://www.prrwhite.info/prrwhite,%202008%20(and%20Thomson),%20Communicating%20Conflict%20(proofs).pdf",NULL
132,"National Chiao Tung University",2858,"Development of wireless brain computer interface with embedded multitask scheduling and its application on real-time driver's drowsiness detection and warning",2008,155,"Chin-Teng Lin and Yu-Chieh Chen and Teng-Yi Huang and Tien-Ting Chiu and Li-Wei Ko and Sheng-Fu Liang and Hung-Yi Hsieh and Shang-Hwa Hsu and Jeng-Ren Duann",https://ir.nctu.edu.tw/bitstream/11536/9373/1/000255148600013.pdf,92
133,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Synthesis, photovoltaic performances and TD-DFT modeling of push–pull diacetylide platinum complexes in TiO 2 based dye-sensitized solar cells",1970,29,"Sébastien Gauthier and Bertrand Caro and Françoise Robin-Le Guen and Nattamai Bhuvanesh and John A Gladysz and Laurianne Wojcik and Nicolas Le Poul and Aurélien Planchat and Yann Pellegrin and Errol Blart and Denis Jacquemin and Fabrice Odobel",https://pubs.rsc.org/en/content/getauthorversionpdf/c4dt00301b,93
134,"Professor Adjunto Universidade Federal de Ouro Preto",294,"Development of new didactic materials for teaching science and biology: the importance of the new education practices",1970,15,"Danon Clemes Cardoso and Maykon Passos Cristiano and Camila Orlandi Arent",http://docsdrive.com/pdfs/sciencepublications/ojbsci/2009/1-5.pdf,94
135,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Perceptual measures to influence operating speeds and reduce crashes at rural intersections: driving simulator experiment",2010,35,"Alfonso Montella and Massimo Aria and Antonio D'Ambrosio and Francesco Galante and Filomena Mauriello and Mariano Pernetti",https://www.researchgate.net/profile/Alfonso_Montella/publication/235640127_Perceptual_Measures_to_Influence_Operating_Speeds_and_Reduce_Crashes_at_Rural_Intersections_Driving_Simulator_Experiment/links/5681429a08ae1975838f706b.pdf,70
136,"York MRI Facility, Centre for Vision Research, York University",1011,"TMS to the lateral occipital cortex disrupts object processing but facilitates scene processing",2011,43,"Caitlin R Mullin and Jennifer KE Steeves",,95
137,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Control of Fe (O, OH) 6 nano-network structures of rust for high atmospheric-corrosion resistance",2005,102,"Masao Kimura and Hiroshi Kihira and Noriaki Ohta and Misao Hashimoto and Takehide Senuma",,96
138,"University of Pennsylvania",542,"Corpus Support for Machine Translation at LDC.",2006,23,"Xiaoyi Ma and Christopher Cieri",,NULL
139,"Professor in Cognitive Development",10480,"Using developmental trajectories to understand developmental disorders",2009,408,"Michael SC Thomas and Dagmara Annaz and Daniel Ansari and Gaia Scerif and Chris Jarrold and Annette Karmiloff-Smith",http://www.academia.edu/download/5009759/thomas-et-al_jospeechlanguageand-hearing2009.pdf,97
140,"University of Copenhagen",1033,"Tax evasion and Swiss Bank deposits",1970,85,"Niels Johannesen",https://pdfs.semanticscholar.org/456d/937e37916226b8f05680b571b257f1c6de55.pdf,98
141,"School of Mathematical Sciences, University College Dublin",359,"Conditions for extreme wave runup on a vertical barrier by nonlinear dispersion",2014,26,"Claudio Viotti and Francesco Carbone and Frédéric Dias",,40
142,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"New approach for bone marrow transplantation in patients with class 3 thalassemia aged younger than 17 years",2004,186,"Pietro Sodani and David Gaziev and Paola Polchi and Buket Erer and Claudio Giardini and Emanuele Angelucci and Donatella Baronciani and Marco Andreani and Marisa Manna and Sonia Nesci and Barbarella Lucarelli and Reginald A Clift and Guido Lucarelli",http://www.bloodjournal.org/content/bloodjournal/104/4/1201.full.pdf,66
